"RCS","CGI_LITHOLOGY_URI","CGI_LITHOLOGY_LABEL","INSP_LITHOLOGY_URI","INSP_LITHOLOGY_LABEL"
LSSM,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SEDS2,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LSSA,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
CLSSG,http://resource.geosciml.org/classifier/cgi/lithology/clay,Clay,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,Clay
UMFT,http://resource.geosciml.org/classifier/cgi/lithology/ultramafic_igneous_rock,Ultramafic igneous rock,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,Ultramafic igneous rock
CHLK,http://resource.geosciml.org/classifier/cgi/lithology/chalk,Chalk,http://inspire.ec.europa.eu/codelist/LithologyValue/chalk,Chalk
BCSD,http://resource.geosciml.org/classifier/cgi/lithology/breccia,Breccia,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,Breccia
MLMST,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
SSCL,http://resource.geosciml.org/classifier/cgi/lithology/sand,Sand,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,Sand
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MSSP,http://resource.geosciml.org/classifier/cgi/lithology/paragneiss,Paragneiss,http://inspire.ec.europa.eu/codelist/LithologyValue/paragneiss,Paragneiss
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
STMD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
PSSP,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
QZITE,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
SDBC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LMAS,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
SMLP,http://resource.geosciml.org/classifier/cgi/lithology/serpentinite,Serpentinite,http://inspire.ec.europa.eu/codelist/LithologyValue/serpentinite,Serpentinite
BRCMBR,http://resource.geosciml.org/classifier/cgi/lithology/breccia,Breccia,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,Breccia
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SDSL,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SISDM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
PEL,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
MFTUF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
MSDR,http://resource.geosciml.org/classifier/cgi/lithology/metamorphic_rock,Metamorphic rock,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,Metamorphic rock
MLMST,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MLMST,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
FLAVA,http://resource.geosciml.org/classifier/cgi/lithology/rhyolitoid,Rhyolitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolitoid,Rhyolitoid
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SARL,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSL,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCGS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
CLSSG,http://resource.geosciml.org/classifier/cgi/lithology/clay,Clay,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,Clay
LSSM,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDCB,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
CYCS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LTVS,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
COSD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
GSSC,http://resource.geosciml.org/classifier/cgi/lithology/gravel,Gravel,http://inspire.ec.europa.eu/codelist/LithologyValue/gravel,Gravel
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
LSMD,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
CLSSG,http://resource.geosciml.org/classifier/cgi/lithology/silt,Silt,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,Silt
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MFLAVA,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
PPSPC,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
LMCM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LATF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
DLDO,http://resource.geosciml.org/classifier/cgi/lithology/dolostone,Dolomite,http://inspire.ec.europa.eu/codelist/LithologyValue/dolomite,Dolomite
SDBR,http://resource.geosciml.org/classifier/cgi/lithology/breccia,Breccia,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,Breccia
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SDBC,http://resource.geosciml.org/classifier/cgi/lithology/breccia,Breccia,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,Breccia
CLSISA,http://resource.geosciml.org/classifier/cgi/lithology/silt,Silt,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,Silt
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
MDSL,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCGS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LATF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
SEDS2,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
LSSA,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SSCL,http://resource.geosciml.org/classifier/cgi/lithology/silt,Silt,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,Silt
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
STMD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LATU,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
PSPE,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
SDBC,http://resource.geosciml.org/classifier/cgi/lithology/breccia,Breccia,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,Breccia
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SMLP,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SDSL,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SISDM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
